1,2,52.452
1,3,85.699
1,4,105.569
1,5,148.854
1,6,143.892
1,7,185.181
1,8,226.41
1,9,221.693
1,10,151.74
1,11,174.668
1,12,148.598
2,3,57.074
2,4,55.114
2,5,97.019
2,6,93.934
2,7,136.03
2,8,182.532
2,9,189.043
2,10,125.93
2,11,160.709
2,12,146.106
3,4,51.821
3,5,90.55
3,6,117.459
3,7,157.331
3,8,212.721
3,9,232.692
3,10,176.779
3,11,215.362
3,12,203.003
4,5,44.27
4,6,66.637
4,7,105.585
4,8,161.799
4,9,187.126
4,10,139.732
4,11,183.338
4,12,179.888
5,6,54.341
5,7,79.205
5,8,138.644
5,9,177.906
5,10,147.02
5,11,193.914
5,12,199.365
6,7,42.263
6,8,95.292
6,9,124.931
6,10,94.699
6,11,142.004
6,12,152.582
7,8,59.447
7,9,106.529
7,10,103.776
7,11,148.639
7,12,169.127
8,9,64.816
8,10,103.014
8,11,135.424
8,12,167.48
9,10,72.121
9,11,83.21
9,12,121.712
10,11,47.319
10,12,66.656
11,12,40.437
