2,1,3,319.518436028
3,1,4,29.1439231376
4,1,5,4.24596002786
5,1,6,21.3081155127
6,1,7,3.16725492152
7,1,8,12.0058574112
8,1,9,16.5902508715
9,1,10,5.4831007732
10,1,11,14.6074362621
11,1,12,11.0107704697
1,2,3,102.890171877
3,2,4,54.9886239189
4,2,5,11.201992414
5,2,6,33.0167411329
6,2,7,1.9006218716
7,2,8,13.4972036017
8,2,9,19.9921119591
9,2,10,12.9880421217
10,2,11,12.9509495175
11,2,12,14.1354929911
1,3,2,323.371718604
2,3,4,299.417760647
4,3,5,341.989008393
5,3,6,26.4634090592
6,3,7,354.091298651
7,3,8,6.76367765202
8,3,9,15.9308855895
9,3,10,12.8956381771
10,3,11,8.05078278827
11,3,12,10.5652494167
1,4,2,349.216935965
2,4,3,64.4288195363
3,4,5,140.76899402
5,4,6,54.246698693
6,4,7,348.775393873
7,4,8,8.48489477181
8,4,9,19.7432108122
9,4,10,19.3531251531
10,4,11,6.58042278103
11,4,12,12.7377135753
1,5,2,356.17264878
2,5,3,35.21609285
3,5,4,338.779851535
4,5,6,275.632667345
6,5,7,329.806077552
7,5,8,0.540356705905
8,5,9,18.9000132635
9,5,10,23.2477239686
10,5,11,2.14813902822
11,5,12,11.6964474443
1,6,2,7.88151114709
2,6,3,28.6623707514
3,6,4,6.5634940241
4,6,5,41.386038174
5,6,7,109.515646049
7,6,8,24.4430224698
8,6,9,30.6326135787
9,6,10,35.0345675452
10,6,11,0.5684392708
11,6,12,15.2363869654
1,7,2,6.61522544348
2,7,3,20.8527184451
3,7,4,1.2476388266
4,7,5,22.4170067359
5,7,6,319.709712218
6,7,8,221.551127547
8,7,9,32.5069654163
9,7,10,40.0844070568
10,7,11,353.053841625
11,7,12,12.6236865603
1,8,2,8.10665782586
2,8,3,14.1192255031
3,8,4,2.96887717766
4,8,5,14.4724683253
5,8,6,343.61183925
6,8,7,17.1078644846
7,8,9,242.037685589
9,8,10,43.9652082157
10,8,11,343.214874146
11,8,12,9.38787263332
1,9,2,11.5088220874
2,9,3,10.0581734408
3,9,4,6.78110634236
4,9,5,13.6288626111
5,9,6,355.344713134
6,9,7,18.9821431662
7,9,8,29.5305536931
8,9,10,262.567724974
10,9,11,325.455997442
11,9,12,7.04299828705
1,10,2,19.0134887287
2,10,3,9.96600919531
3,10,4,13.238586425
4,10,5,17.5236464232
5,10,6,7.1310903583
6,10,7,24.0323524386
7,10,8,33.4115001108
8,10,9,38.6022224063
9,10,11,85.659747488
11,10,12,36.8640249172
1,11,2,17.3565330197
2,11,3,5.06616874992
3,11,4,11.7686746342
4,11,5,13.091043422
5,11,6,5.55131971543
6,11,7,16.5178848107
7,11,8,23.5725679861
8,11,9,20.8433561783
9,11,10,300.203967113
10,11,12,261.453274831
1,12,2,20.4815468199
2,12,3,1.49598437173
3,12,4,13.9405398608
4,12,5,12.050202394
5,12,6,9.09171221215
6,12,7,13.9047036784
7,12,8,20.3370298573
8,12,9,18.4982162953
9,12,10,330.024740135
10,12,11,44.5893228158
