2,8,3,18.1781
3,8,4,27.76
3,8,5,54.7669
3,8,6,66.2291
3,8,7,107.8161
3,8,1,22.8297
2,8,4,45.9381
2,8,5,72.945
2,8,6,84.4072
2,8,7,125.9942
2,8,1,41.0078
4,8,5,27.0069
4,8,6,38.4691
4,8,7,80.0561
1,8,4,4.9303
5,8,6,11.4622
5,8,7,53.0492
1,8,5,31.9372
6,8,7,41.587
1,8,6,43.3994
1,8,7,84.9864
7,6,8,19.67997778
7,6,2,56.76947778
7,6,4,132.0552778
7,6,5,168.3535778
1,6,7,283.9430222
8,6,2,37.0895
8,6,4,112.3753
8,6,5,148.6736
8,6,1,56.377
2,6,4,75.2858
2,6,5,111.5841
2,6,1,19.2875
4,6,5,36.2983
1,6,4,55.9983
1,6,5,92.2966
8,5,6,29.2353
6,5,2,46.9617
6,5,4,120.4989
6,5,3,85.6556
6,5,1,48.6903
7,5,8,13.2939
7,5,2,40.372
7,5,4,113.9092
7,5,3,79.0659
7,5,1,42.1006
8,5,2,27.0781
8,5,4,100.6153
8,5,3,65.772
8,5,1,28.8067
2,5,4,73.5372
2,5,3,38.6939
2,5,1,1.7286
3,5,4,34.8433
1,5,4,71.8086
1,5,3,36.9653
8,7,2,35.5816
8,7,3,60.3023
8,7,4,88.2816
8,7,5,113.6466
8,7,6,118.7327
2,1,3,79.7111
8,1,3,135.8628
7,1,3,161.1042
3,1,6,143.8995
3,1,5,104.8811
3,1,4,53.0003
8,1,2,56.1517
7,1,2,81.3931
6,1,2,136.385
5,1,2,175.4034
2,1,4,132.7158
8,1,5,104.8811
6,1,7,54.9919
5,1,7,94.0103
4,1,7,145.8911
5,1,6,39.0184
4,1,6,90.8992
4,1,5,51.8808
8,4,3,58.3461
7,4,3,70.0125
6,4,3,87.4967
5,4,3,110.7214
1,4,3,54.4172
2,4,3,38.4792
7,4,8,11.6664
6,4,8,29.1506
5,4,8,52.3753
8,4,1,3.9289
8,4,2,19.8669
6,4,7,17.4842
5,4,7,40.7089
7,4,1,15.5953
7,4,2,31.5333
5,4,6,23.2247
6,4,1,33.0795
6,4,2,49.0175
5,4,1,56.3042
5,4,2,72.2422
1,4,2,15.938
3,2,4,34.5134
3,2,5,68.8311
6,2,3,90.3366
3,2,7,130.3825
3,2,1,65.9277
4,2,5,34.3177
6,2,4,55.8232
4,2,7,95.8691
8,2,4,119.8732
4,2,1,31.4143
5,2,6,21.5055
5,2,7,61.5514
1,2,5,2.9034
6,2,7,40.0459
1,2,6,24.4089
1,2,7,64.4548
1,3,2,34.3803
8,3,2,13.1058
6,3,2,50.0517
2,3,5,75.5525
4,3,2,106.9853
1,3,8,21.2745
6,3,1,15.6714
1,3,5,41.1722
4,3,1,72.605
6,3,8,36.9459
8,3,5,62.4467
4,3,8,93.8795
6,3,5,25.5008
4,3,6,56.9336
5,3,4,31.4328
